epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
57,8668.2,1.33545,0.85703,0.87068,0.51082,0.38814,0.40399,0.23983,1.32401,0.91281,0.87715,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
58,8818.84,1.33575,0.85378,0.87062,0.5178,0.38532,0.39923,0.23583,1.32495,0.92837,0.87685,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
59,8969.32,1.33985,0.85073,0.86949,0.50918,0.39782,0.40702,0.24189,1.32127,0.91634,0.87617,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
60,9119.75,1.33607,0.84826,0.86868,0.51196,0.39028,0.40509,0.24035,1.32238,0.92508,0.87721,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
61,9270.98,1.33855,0.8461,0.86866,0.51615,0.38946,0.40699,0.24268,1.32514,0.9198,0.87587,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
62,9422,1.33117,0.8437,0.86893,0.506,0.39788,0.40527,0.24175,1.32082,0.91645,0.8759,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
63,9573.59,1.32931,0.84119,0.86582,0.50944,0.39176,0.40509,0.24117,1.31925,0.91503,0.87464,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
64,9724.92,1.33429,0.83939,0.8667,0.52629,0.3913,0.40942,0.24356,1.32077,0.91209,0.87529,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
65,9875.77,1.32826,0.83675,0.8656,0.50714,0.39683,0.40611,0.24231,1.31721,0.9179,0.87448,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
66,10026.1,1.32169,0.83205,0.86741,0.52452,0.38368,0.40314,0.24078,1.31989,0.92007,0.87499,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
67,10176.7,1.30888,0.82558,0.86763,0.52605,0.3908,0.40844,0.24195,1.32057,0.92072,0.87642,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
68,10327.5,1.32353,0.83043,0.86518,0.51448,0.39919,0.40804,0.24089,1.31903,0.91735,0.87545,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
69,10478.1,1.31692,0.82489,0.86498,0.52643,0.38998,0.41155,0.244,1.31614,0.91259,0.87537,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
70,10629.7,1.31959,0.82706,0.86794,0.52463,0.3938,0.40938,0.24399,1.31389,0.91591,0.87384,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
71,10780.4,1.31994,0.82577,0.86578,0.52362,0.39277,0.41083,0.24426,1.31652,0.90981,0.87448,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
72,10931.3,1.30509,0.82019,0.86455,0.5142,0.3962,0.40848,0.24197,1.31425,0.91487,0.8739,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
73,11082.7,1.31645,0.81938,0.86453,0.53028,0.39076,0.41255,0.24558,1.31561,0.91286,0.87448,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
74,11233.7,1.30532,0.81394,0.86221,0.511,0.39675,0.40881,0.2436,1.31252,0.91297,0.87422,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
75,11384.6,1.30946,0.81279,0.86322,0.51727,0.39114,0.40897,0.24265,1.31542,0.91173,0.87524,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
76,11535.7,1.30294,0.80848,0.86281,0.51961,0.39691,0.41238,0.24479,1.31404,0.91205,0.87419,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
77,11686.8,1.30213,0.80817,0.86326,0.51079,0.40355,0.41298,0.24628,1.31693,0.91195,0.87497,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
78,11838.1,1.31119,0.81196,0.86424,0.51044,0.40047,0.41231,0.24524,1.31481,0.91082,0.87464,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
79,11988.7,1.29509,0.80095,0.86228,0.51756,0.39882,0.41095,0.24414,1.30978,0.91071,0.87325,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
80,12139.6,1.30187,0.80191,0.86225,0.5304,0.39785,0.41292,0.24578,1.30873,0.90904,0.87294,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,12290.9,1.29661,0.7994,0.86235,0.52203,0.40147,0.41425,0.24648,1.30914,0.90672,0.87372,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,12441.6,1.29894,0.80032,0.86217,0.52362,0.40249,0.41484,0.24689,1.31172,0.90953,0.87376,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,12592.2,1.29501,0.79828,0.86197,0.50892,0.40201,0.41291,0.24615,1.31457,0.91012,0.87377,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,12744.1,1.29675,0.7955,0.86069,0.51056,0.40309,0.41025,0.24426,1.31262,0.91323,0.87358,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,12895.2,1.29393,0.79506,0.85948,0.51727,0.3981,0.41186,0.24467,1.31661,0.91452,0.87413,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,13046.1,1.28942,0.79108,0.85879,0.51125,0.40126,0.41169,0.24506,1.31575,0.91339,0.87355,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,13197,1.28679,0.78687,0.85997,0.52544,0.39615,0.4129,0.24675,1.31127,0.91449,0.873,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,13347.8,1.28882,0.78465,0.85839,0.51835,0.40275,0.41581,0.2484,1.31024,0.91416,0.87329,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,13499.3,1.28658,0.78472,0.85886,0.51785,0.40378,0.41479,0.24677,1.31266,0.91586,0.87392,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,13650.3,1.28826,0.78292,0.85833,0.53598,0.39667,0.41394,0.24589,1.31267,0.91511,0.87379,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,13801.4,1.2843,0.78516,0.85962,0.53469,0.39936,0.41554,0.24708,1.31154,0.91142,0.8738,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,13952.7,1.28463,0.78147,0.85668,0.54142,0.39904,0.41805,0.24766,1.31343,0.91114,0.87452,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,14103,1.27953,0.77713,0.85833,0.54226,0.39715,0.41722,0.24772,1.31312,0.91096,0.87409,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,14253.6,1.27902,0.77525,0.8579,0.54075,0.39777,0.41695,0.24794,1.31345,0.91164,0.87379,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,14404.2,1.27413,0.77364,0.85849,0.53179,0.39745,0.41462,0.24657,1.31476,0.91294,0.87396,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,14554.7,1.26985,0.76856,0.85755,0.53852,0.39744,0.41548,0.24717,1.31319,0.91087,0.87363,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,14705.4,1.27529,0.76867,0.85611,0.53929,0.40351,0.41816,0.24919,1.313,0.90916,0.87336,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,14855.3,1.26977,0.76734,0.85633,0.53774,0.39785,0.41672,0.24887,1.31433,0.90895,0.87342,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,15006.4,1.27314,0.76757,0.8579,0.52364,0.40109,0.41615,0.24798,1.31454,0.90827,0.87364,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,15156.9,1.27327,0.76882,0.85563,0.52559,0.40134,0.41662,0.24801,1.31518,0.90973,0.87404,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,15307.4,1.2679,0.76313,0.85566,0.53852,0.39583,0.41702,0.24804,1.31554,0.91142,0.87415,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,15458.6,1.27066,0.76402,0.8555,0.52859,0.40545,0.41772,0.24778,1.31451,0.91282,0.87346,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,15609.3,1.2647,0.75994,0.8558,0.53359,0.40251,0.4181,0.24782,1.31594,0.91409,0.87356,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,15760.1,1.26373,0.75902,0.85434,0.5332,0.40464,0.41794,0.24742,1.31586,0.9141,0.87366,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,15911,1.26188,0.75834,0.85366,0.54325,0.40109,0.41707,0.24707,1.31518,0.91396,0.87375,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,16061.5,1.25757,0.75397,0.85377,0.54383,0.39764,0.41663,0.24662,1.31477,0.91485,0.87393,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,16212.4,1.2619,0.75472,0.85335,0.54168,0.39809,0.41614,0.24722,1.31408,0.91432,0.87357,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,16362.8,1.24995,0.74632,0.85405,0.53403,0.40378,0.41534,0.24718,1.31322,0.91471,0.87327,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,16513.8,1.24934,0.74394,0.85295,0.53276,0.40438,0.41575,0.24687,1.31396,0.91446,0.8734,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,16664.2,1.25273,0.74696,0.85477,0.5341,0.40409,0.41618,0.24697,1.31497,0.91454,0.87382,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,16815.2,1.25448,0.7463,0.85247,0.52809,0.40776,0.41679,0.24755,1.31567,0.91481,0.87368,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,16965.9,1.25207,0.74603,0.85386,0.53279,0.4021,0.416,0.24707,1.31548,0.91765,0.87375,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,17116.4,1.25302,0.74448,0.85283,0.53093,0.40029,0.41487,0.2468,1.31598,0.91879,0.87379,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,17267,1.25118,0.74352,0.85331,0.52979,0.3999,0.41492,0.24631,1.31506,0.92015,0.87388,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,17418.2,1.24994,0.74163,0.85106,0.53565,0.39717,0.41501,0.24642,1.31324,0.91992,0.87355,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
