epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
73,8853.54,1.35713,0.86551,0.87224,0.49989,0.39903,0.40503,0.24166,1.26203,0.87092,0.84838,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
74,8975.61,1.34077,0.85474,0.86993,0.51334,0.39537,0.40741,0.24272,1.26096,0.87168,0.84773,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
75,9096.91,1.3439,0.85976,0.87142,0.51816,0.39304,0.41004,0.245,1.25823,0.86962,0.84763,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
76,9220.03,1.33401,0.8544,0.87061,0.53417,0.38862,0.41269,0.24596,1.25862,0.86909,0.84744,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
77,9342.63,1.34216,0.85855,0.86695,0.52636,0.39383,0.41216,0.24592,1.2589,0.86792,0.84693,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
78,9460.5,1.33027,0.85312,0.87039,0.52001,0.39562,0.41211,0.24494,1.25976,0.86774,0.84772,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
79,9579.32,1.33875,0.85652,0.86811,0.52697,0.39221,0.41214,0.24472,1.26421,0.86736,0.84834,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
80,9698.27,1.33102,0.84409,0.86557,0.51944,0.39503,0.41037,0.24442,1.26284,0.87056,0.84779,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,9818,1.33669,0.84753,0.87019,0.52234,0.39259,0.40929,0.24325,1.2627,0.86842,0.84779,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,9937.6,1.33611,0.85097,0.86701,0.53482,0.38696,0.409,0.24326,1.26323,0.8702,0.84862,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,10058.8,1.32314,0.83818,0.86741,0.54561,0.38893,0.41359,0.24697,1.25654,0.86682,0.8477,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,10179.5,1.3222,0.83931,0.86513,0.53523,0.39207,0.4124,0.24584,1.25898,0.86752,0.84711,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,10300,1.33064,0.84225,0.86523,0.52497,0.39704,0.41148,0.24493,1.25643,0.86771,0.84712,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,10420,1.33214,0.83809,0.86482,0.52955,0.39471,0.41319,0.24612,1.25851,0.86996,0.84712,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,10543.5,1.32185,0.83656,0.86811,0.52313,0.39802,0.41311,0.24608,1.26199,0.87104,0.84773,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,10667.3,1.31059,0.82979,0.86625,0.52197,0.39447,0.41084,0.24507,1.25922,0.86913,0.84719,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,10790.8,1.31541,0.82586,0.86302,0.52174,0.39486,0.41175,0.24571,1.25794,0.86502,0.84709,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,10912.1,1.32277,0.83278,0.86635,0.51458,0.39887,0.41221,0.24558,1.25866,0.86566,0.84728,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,11035.6,1.30913,0.82616,0.86561,0.52031,0.40018,0.4135,0.24631,1.25777,0.86828,0.84699,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,11157.6,1.30111,0.81615,0.86272,0.51993,0.40516,0.41479,0.24683,1.26049,0.86841,0.84776,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,11279.4,1.32769,0.82367,0.86242,0.52231,0.39905,0.41474,0.24765,1.25711,0.8653,0.84691,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,11401.6,1.30804,0.81827,0.86691,0.53222,0.40144,0.41553,0.24857,1.25429,0.86358,0.84647,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,11522.9,1.32707,0.82878,0.86586,0.53182,0.39948,0.41652,0.24949,1.25262,0.86368,0.84613,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,11644.3,1.29737,0.81065,0.86454,0.52496,0.40157,0.41653,0.24941,1.25144,0.86207,0.84584,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,11765,1.29916,0.81293,0.86289,0.52952,0.39567,0.41443,0.24875,1.25291,0.86469,0.8462,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,11886,1.3073,0.81441,0.86324,0.52536,0.39614,0.41543,0.24875,1.25335,0.86568,0.84663,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,12006.6,1.29401,0.81013,0.86398,0.5311,0.39515,0.41594,0.2492,1.25388,0.86582,0.84658,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,12126.6,1.31698,0.81509,0.86405,0.52669,0.39335,0.41317,0.24785,1.25336,0.86701,0.84642,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
