epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
61,6718.23,1.50755,1.03525,0.89985,0.44455,0.33185,0.3355,0.19231,1.44168,1.029,0.89569,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
62,6826.69,1.50079,1.03441,0.90074,0.4317,0.32999,0.33221,0.19211,1.4442,1.03089,0.89714,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
63,6936.78,1.49869,1.0327,0.89664,0.43886,0.33229,0.33359,0.19155,1.44536,1.0346,0.89708,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
64,7048.04,1.50685,1.03438,0.8988,0.43743,0.33539,0.33521,0.1929,1.4426,1.02837,0.89775,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
65,7156.57,1.50057,1.02906,0.89754,0.44133,0.33754,0.33919,0.19418,1.44011,1.02306,0.89691,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
66,7264.55,1.49252,1.02748,0.89964,0.44364,0.33774,0.33707,0.19359,1.43892,1.02739,0.89625,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
67,7372.94,1.47956,1.01878,0.90011,0.44149,0.33542,0.33754,0.19466,1.43849,1.02521,0.89696,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
68,7481.37,1.49792,1.02575,0.89692,0.44393,0.33539,0.33769,0.19467,1.43188,1.02337,0.89528,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
69,7589.92,1.48969,1.01984,0.89707,0.46061,0.33267,0.33722,0.19442,1.43527,1.02494,0.89561,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
70,7699.23,1.49078,1.02293,0.89985,0.45247,0.33794,0.34092,0.19677,1.43243,1.02024,0.89489,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
71,7808.02,1.49312,1.02004,0.89779,0.4462,0.3389,0.34204,0.19635,1.43394,1.02035,0.89474,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
72,7917.03,1.4787,1.0173,0.89675,0.44335,0.33902,0.33903,0.19503,1.43234,1.01845,0.89513,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
